FECHA;PRECTOTCORR;ALLSKY_SFC_SW_DWN
20191213;0,03;19,55
20191214;0;19,26
20191215;0,16;15,81
20191216;0,04;17,41
20191217;0;19,25
20191218;0;17,9
20191219;0;19,13
20191220;0;18,09
20191221;0,04;17,37
20191222;0,11;18,53
20191223;0,01;19,22
20191224;0;19,62
20191225;0;16,94
20191226;0;17,93
20191227;0;16,42
20191228;0;18,65
20191229;0;16,61
20191230;0;20,77
20191231;0;19
20200101;0;21,53
20200102;0,05;20,77
20200103;0;20,88
20200104;0,03;21,43
20200105;1,49;21,41
20200106;2,94;20,19
20200107;0,02;20,79
20200108;0,04;20,65
20200109;0,74;21,95
20200110;2,88;19,77
20200111;0,08;20,81
20200112;0,48;21,59
20200113;2,47;21,33
20200114;1,16;20,91
20200115;0,13;18,73
20200116;0,18;19,1
20200117;0,01;19,29
20200118;0,01;17,79
20200119;0,05;20,07
20200120;0,98;19,75
20200121;0,91;17,92
20200122;0,25;15,39
20200123;0;19,93
20200124;0;20,04
20200125;0;22,82
20200126;0,29;22,08
20200127;0,13;20,65
20200128;0,85;19,49
20200129;0,09;20,93
20200130;0;21,82
20200131;0;20,83
20200201;0;20,82
20200202;0;18,58
20200203;0;20,35
20200204;0;22,54
20200205;0;23,2
20200206;0;23,11
20200207;0;23,93
20200208;0,01;23,67
20200209;0,14;24,68
20200210;0;23,58
20200211;0,01;22,71
20200212;0,06;21,73
20200213;0,06;21,94
20200214;0,02;22,78
20200215;0;22,95
20200216;0;23,07
20200217;0,01;23,71
20200218;0,43;22,03
20200219;0,15;21,57
20200220;0,02;22,49
20200221;0,04;23,49
20200222;0,01;22,95
20200223;0;22,76
20200224;0;21,7
20200225;0;22,88
20200226;0,17;23,16
20200227;0,09;24,24
20200228;0,02;24,87
20200229;0;22,56
20200301;0;24,69
20200302;0;24,45
20200303;0;25,42
20200304;0;25,54
20200305;0;24,35
20200306;0;24,31
20200307;0;23,37
20200308;0;23,09
20200309;0,01;23,51
20200310;0;19,35
20200311;0;18,35
20200312;0;20,29
20200313;0,01;22,83
20200314;0,01;26
20200315;0;26,55
20200316;0;26,56
20200317;0,01;24,1
20200318;0,01;26,51
20200319;0,05;23,82
20200320;0,05;25,68
20200321;0,1;26,17
20200322;0;25,58
20200323;0;22,1
20200324;0,01;22,16
20200325;0;21,94
20200326;0;25,41
20200327;0;27,33
20200328;0,33;26,8
20200329;0,01;25,02
20200330;0,01;22,95
20200331;0;20,27
20200401;0;17,56
20200402;0;19,9
20200403;0;20,11
20200404;0,16;18,67
20200405;0,02;19,53
20200406;0;19,27
20200407;0;20,74
20200408;0;21,64
20200409;0,15;20,9
20200410;0,2;21,97
20200411;0;21,27
20200412;0;23,82
20200413;0;24,54
20200414;0;25,84
20200415;0;26,42
20200416;0;25,68
20200417;0;23,52
20200418;0;19,37
20200419;0;19,89
20200420;0,49;22,41
20200421;0,83;21,58
20200422;1,71;19,86
20200423;0,21;19,26
20200424;0,02;25,75
20200425;0,01;25,53
20200426;0,03;25,32
20200427;0;23,33
20200428;0;21,08
20200429;0;18,18
20200430;0;18,52
20200501;0;19,81
20200502;0;19,24
20200503;0;17,43
20200504;0;17,47
20200505;0;20,48
20200506;2,38;18,67
20200507;4,62;21,67
20200508;0;21,04
20200509;0;24,51
20200510;0;24,27
20200511;0;22,86
20200512;0;22,42
20200513;0;17,07
20200514;0;19,45
20200515;0;22,16
20200516;0;23,43
20200517;0;22,98
20200518;0;18,68
20200519;0;19,92
20200520;0;23,73
20200521;0;24,12
20200522;1,46;16,56
20200523;0,56;24,65
20200524;0;24,7
20200525;0;23,63
20200526;0;22,48
20200527;0;23,43
20200528;0,34;11,26
20200529;0,03;21,68
20200530;0;18,33
20200531;1,12;11,03
20200601;0;19,62
20200602;0;23,56
20200603;0;22,18
20200604;0;23,98
20200605;0;24,01
20200606;0;21,71
20200607;0;19,01
20200608;0;23,02
20200609;0,01;21,98
20200610;0,71;7,49
20200611;0,92;19,79
20200612;0,25;17,4
20200613;0;21,83
20200614;0;22,89
20200615;0,03;18,58
20200616;0,03;20,32
20200617;0,03;22,56
20200618;0,02;19,62
20200619;0,06;21,93
20200620;0,08;14,96
20200621;0;21,34
20200622;0;17,95
20200623;0,25;21,49
20200624;0,1;22,18
20200625;0,01;24,48
20200626;2,4;20,76
20200627;0,4;20,01
20200628;0,37;21,48
20200629;0,06;20,35
20200630;0;22,52
20200701;0;22,15
20200702;0,09;19,96
20200703;0,02;22,53
20200704;0;24,47
20200705;0;20,15
20200706;0,64;22,97
20200707;0,93;17,07
20200708;0,55;23,43
20200709;1,13;24,2
20200710;0,36;23,35
20200711;1,68;16,32
20200712;0,33;15,87
20200713;0,02;23,51
20200714;0,01;21,09
20200715;0;24,08
20200716;0,06;21,36
20200717;0,02;21,6
20200718;2,26;21,55
20200719;0,95;21,85
20200720;0,01;19,25
20200721;0,07;19,22
20200722;0,13;16,47
20200723;0,01;20,85
20200724;2,19;14,77
20200725;3,09;20,17
20200726;1,3;21,39
20200727;0,09;16,26
20200728;0;23,74
20200729;0,03;21,29
20200730;0,01;21,65
20200731;0;24,29
20200801;0;20,58
20200802;0,03;22,18
20200803;0,08;14,73
20200804;3,91;19,64
20200805;4,7;19,59
20200806;0,18;14,57
20200807;0,02;19,18
20200808;0,02;19,63
20200809;0,06;19,82
20200810;0,03;23,7
20200811;0,01;22,16
20200812;0,01;21,44
20200813;0,02;23,73
20200814;0;22,57
20200815;0,17;21,4
20200816;0,18;18,79
20200817;0,17;21,6
20200818;0,17;16,38
20200819;0,07;18,28
20200820;0,27;21,07
20200821;0,18;22,1
20200822;0,18;20,84
20200823;0,16;18,55
20200824;0,28;21,74
20200825;0,39;19,6
20200826;0,19;19,85
20200827;0,01;22,55
20200828;0,01;22,54
20200829;0;22,88
20200830;0,28;19,45
20200831;0,28;19,41
20200901;0,09;20,42
20200902;0,85;10,63
20200903;0,54;20,19
20200904;0;16,92
20200905;0;23,53
20200906;0,35;18,82
20200907;0,18;23,79
20200908;0,07;21,83
20200909;0,05;20,47
20200910;0,01;23,74
20200911;0,34;19,66
20200912;0,67;16,32
20200913;1,74;21,18
20200914;1,14;20,01
20200915;0,02;22,02
20200916;0,14;21,74
20200917;0,06;22,77
20200918;0;21,87
20200919;0,08;18,93
20200920;0,03;13,22
20200921;0,14;20,65
20200922;0,13;25,07
20200923;0,27;22,33
20200924;0,17;15,19
20200925;0,06;24,5
20200926;0;22,56
20200927;0,02;22,86
20200928;0,02;23,38
20200929;0,06;23,39
20200930;0,14;21,37
20201001;0,11;21,62
20201002;0,75;21,24
20201003;0,41;18,08
20201004;0;16,67
20201005;0,14;20,58
20201006;0,03;22,53
20201007;0,01;22,34
20201008;0,03;20,81
20201009;0,01;23,14
20201010;0;22,61
20201011;1,06;23,08
20201012;0,18;17,8
20201013;0;12,2
20201014;0;14,25
20201015;0;22,84
20201016;0;23,02
20201017;0;19,44
20201018;0;20,57
20201019;0,46;14,33
20201020;0,81;5,25
20201021;0;22,97
20201022;0;21,89
20201023;0,01;21,5
20201024;5,81;21,58
20201025;1,07;17,81
20201026;0;21,28
20201027;0;22,69
20201028;1,05;18,69
20201029;0,2;16,46
20201030;0,16;17,32
20201031;0,1;15,87
20201101;0,01;12,88
20201102;0,27;13,97
20201103;0,09;18,29
20201104;0,12;17,19
20201105;0,07;18,31
20201106;0;18,49
20201107;0,01;15,49
20201108;0,28;8,83
20201109;0,29;20,68
20201110;6,94;16,85
20201111;1,15;18
20201112;0,58;17,41
20201113;0,14;14,48
20201114;0,27;14,42
20201115;0,41;14,84
20201116;0,18;15,65
20201117;0,1;7,99
20201118;0,01;17,66
20201119;0;15,53
20201120;0;19,72
20201121;0;18,82
20201122;0;17,64
20201123;0;17,52
20201124;0,03;19,02
20201125;0,05;19,41
20201126;0,5;19,78
20201127;0,23;17,69
20201128;0,31;11,85
20201129;0,05;16
20201130;0;18,32
20201201;0,01;18,42
20201202;0;18,69
20201203;0,05;21,77
20201204;0,08;21,38
20201205;0,16;19,71
20201206;0,06;19
20201207;0,31;17,87
20201208;0,03;17,61
20201209;0;17,14
20201210;0;19,76
20201211;0;21,13
20201212;0,02;20,33
20201213;0;21,08
20201214;0,04;19,09
20201215;0,01;18,5
20201216;0;19,44
20201217;0;19,66
20201218;0,03;20,12
20201219;1,34;21,02
20201220;0,89;20,23
20201221;1,04;19,61
20201222;4,48;18,64
20201223;3,85;20,57
20201224;3,39;19,95
20201225;0,2;19,02
20201226;1,95;20,56
20201227;2,64;20,28
20201228;0,14;18,93
20201229;1,26;19,91
20201230;9,41;20,36
20201231;8,87;19,04
20210101;3,59;18,73
20210102;0,55;17,65
20210103;2,19;20,73
20210104;2,66;22,48
20210105;6,43;21,57
20210106;0,56;19,97
20210107;3,24;18,2
20210108;3,66;13,58
20210109;2,22;15,15
20210110;2,62;17,91
20210111;0,46;18,62
20210112;0,02;21,14
20210113;0,08;19,81
20210114;0,45;20,51
20210115;2,8;20,93
20210116;0,99;21,77
20210117;1,44;22,24
20210118;2,16;22,55
20210119;8,21;19,57
20210120;2,44;21,61
20210121;0;21,43
20210122;0;20,97
20210123;0;21,19
20210124;0;18,92
20210125;0,73;21,97
20210126;2,21;22,16
20210127;0,23;20,6
20210128;0;21,4
20210129;0;22,01
20210130;1,18;21,52
20210131;4,26;22,57
20210201;0,13;20,69
20210202;0;23,33
20210203;0;22,42
20210204;0;22,25
20210205;0;21,86
20210206;0;22,23
20210207;0,07;23,15
20210208;0,03;22,87
20210209;0,69;21,48
20210210;0,37;23,96
20210211;0,99;24,6
20210212;6,31;22,86
20210213;1;21,35
20210214;0,23;18,62
20210215;0,06;21,36
20210216;0,04;21,11
20210217;1;22,55
20210218;0,22;24,76
20210219;0,31;24,82
20210220;6,22;23,58
20210221;1,64;23,97
20210222;0;23,04
20210223;2,6;23,19
20210224;5,29;21,28
20210225;1,19;19,62
20210226;1,97;19,84
20210227;3,89;23,79
20210228;2,21;24,16
20210301;0,35;25,23
20210302;0,3;27,04
20210303;1,46;26,25
20210304;0;25,04
20210305;0,07;23,99
20210306;0,39;18,88
20210307;0;19,37
20210308;1,47;19,97
20210309;0,21;20,69
20210310;0;25,99
20210311;0;23,11
20210312;0,03;25,59
20210313;0;23,85
20210314;0,02;18,98
20210315;6,23;20,16
20210316;1,06;14,14
20210317;0;16,22
20210318;0;21,05
20210319;0,06;24,64
20210320;0,1;24,95
20210321;0;24,91
20210322;0;20
20210323;0;14,6
20210324;0,26;14,04
20210325;1,27;18,58
20210326;1,9;24,13
20210327;2,57;18,29
20210328;0,22;20
20210329;1,07;18,38
20210330;0,77;19,91
20210331;1,53;19,89
20210401;0,1;19,88
20210402;0;20,76
20210403;0;18,98
20210404;0;20,16
20210405;0;18,3
20210406;0;15,86
20210407;0;16,23
20210408;0;18,48
20210409;0;10,03
20210410;0;18,56
20210411;0;19,15
20210412;0;20,79
20210413;0,04;21,53
20210414;0,05;11,73
20210415;0;19,6
20210416;0;18,53
20210417;0;21,19
20210418;0;24,45
20210419;0;24,89
20210420;0;25,25
20210421;0;24,99
20210422;0;25,62
20210423;0;24,9
20210424;0;21,02
20210425;0;20,32
20210426;0,04;19,19
20210427;0,09;19,74
20210428;0,02;6,75
20210429;0;18,01
20210430;0;15,29
20210501;0;22,67
20210502;0;14,1
20210503;0,04;13,71
20210504;0,06;16,01
20210505;0,04;16,51
20210506;0,02;17,71
20210507;0;20,73
20210508;0,02;16,55
20210509;0,02;11,19
20210510;0,03;20,99
20210511;0,01;17,28
20210512;0,03;21,71
20210513;0,01;21,44
20210514;0;23,27
20210515;0;24,33
20210516;0;20,57
20210517;0;18,99
20210518;0;17,43
20210519;0;20,22
20210520;0;22,17
20210521;0;22,39
20210522;0,01;21,47
20210523;0;18,11
20210524;0;20,38
20210525;0,05;16
20210526;0,01;24,54
20210527;0;18,36
20210528;0;19,53
20210529;0;18,07
20210530;0;21,11
20210531;0,02;18,5
20210601;0,03;12,44
20210602;0;17,25
20210603;0;18,26
20210604;0;18,16
20210605;0;17,02
20210606;0;10,7
20210607;0;14,93
20210608;0,01;18,03
20210609;0,01;18,36
20210610;0;16,98
20210611;0;21,25
20210612;0;20
20210613;0,01;18,56
20210614;0;23
20210615;0,03;15,21
20210616;0,5;15,77
20210617;0,14;20,5
20210618;0;17,36
20210619;0;22,9
20210620;0;16,82
20210621;0;21,24
20210622;0,01;21,06
20210623;0;18,65
20210624;0;13,39
20210625;0;14,92
20210626;0,01;8,69
20210627;0;18,5
20210628;0;23,04
20210629;0;25,1
20210630;0;23,9
20210701;0,27;23,8
20210702;0,26;20,47
20210703;0;22,15
20210704;0;22,22
20210705;0,03;24,42
20210706;0,47;23,39
20210707;0,69;20,66
20210708;0,35;22,73
20210709;0,25;19,13
20210710;0,09;11,49
20210711;0,06;21,4
20210712;0,01;21,81
20210713;0,18;22,9
20210714;0,09;23,23
20210715;0,04;19,83
20210716;0,03;23,08
20210717;0,84;24,17
20210718;0,07;25,19
20210719;0,06;20,69
20210720;0;24,12
20210721;0;23,32
20210722;0,18;20,42
20210723;0,26;22,88
20210724;0,08;17,56
20210725;0,06;6,31
20210726;0,03;18,53
20210727;0;19,27
20210728;0;23,19
20210729;0;23,35
20210730;0;21,99
20210731;0;24,16
20210801;0,09;23,74
20210802;0,04;20,05
20210803;0;18,91
20210804;0;14,92
20210805;0;22,31
20210806;0;22,1
20210807;0,03;22,23
20210808;0;24,11
20210809;0;24,38
20210810;0;20,02
20210811;0;19,17
20210812;0;21,14
20210813;0,38;24,53
20210814;0,46;14,54
20210815;0;23,3
20210816;0;16,29
20210817;0,28;22,23
20210818;0,91;20,95
20210819;0,32;21,9
20210820;0;22,53
20210821;0,01;23,28
20210822;1,7;21,71
20210823;4,36;19,16
20210824;1,69;14,48
20210825;0,13;17,53
20210826;0;16,75
20210827;0,01;23,26
20210828;1,11;19,82
20210829;1,52;18,64
20210830;0,05;14,8
20210831;0,02;14,1
20210901;0,01;23,69
20210902;0;24
20210903;0,79;24,7
20210904;0,77;18,86
20210905;1,12;13,3
20210906;0,63;21,35
20210907;0,12;18,09
20210908;0,01;23,98
20210909;0,01;23,23
20210910;0,01;22,53
20210911;0;15,66
20210912;0;15,49
20210913;0;18,75
20210914;0;20,07
20210915;0,01;22,73
20210916;0;21,45
20210917;0;23,82
20210918;0;23,16
20210919;0;21,18
20210920;0;18,33
20210921;0;15,08
20210922;0;18,82
20210923;0;18,29
20210924;0;21,43
20210925;0;22,86
20210926;0;22,05
20210927;0;17,09
20210928;0;20,39
20210929;0;9,21
20210930;0,66;18,92
20211001;1;20,94
20211002;0,27;18,07
20211003;0;22,42
20211004;0,03;18,25
20211005;0,01;13,61
20211006;0;17,72
20211007;0;23,64
20211008;0,18;21,29
20211009;4,33;20,6
20211010;3,19;12,86
20211011;0,75;19,34
20211012;0,45;20,34
20211013;0;18,72
20211014;0;18,63
20211015;0;16,75
20211016;2,48;14,71
20211017;0,57;20,39
20211018;0;21,52
20211019;0;23,16
20211020;0,1;21,71
20211021;0,27;22,09
20211022;0,16;21,11
20211023;0,02;19,61
20211024;1,7;18,16
20211025;0,55;21,69
20211026;0,72;19,6
20211027;2,07;11,22
20211028;0,72;18,6
20211029;0,05;9,67
20211030;0,06;7,3
20211031;0,01;14,5
20211101;0;11,3
20211102;0;13,57
20211103;0,64;16,09
20211104;0,31;17,8
20211105;0;22,02
20211106;0,02;21,64
20211107;0;20,78
20211108;0;18,89
20211109;0;20,98
20211110;0;21,79
20211111;0,03;23,33
20211112;0,09;22,13
20211113;0,07;20,81
20211114;0,08;20,91
20211115;0,24;20,71
20211116;0,26;22,34
20211117;0,02;22,38
20211118;0,03;21,02
20211119;0,08;20,97
20211120;0,03;19,77
20211121;0;18,96
20211122;2,59;16,24
20211123;1,59;9,27
20211124;0,48;5,31
20211125;2,76;16,03
20211126;6,32;11,34
20211127;0,86;17,76
20211128;0,03;18,81
20211129;0,34;16,43
20211130;0,15;18
20211201;0,37;21,65
20211202;1,9;16,11
20211203;0,46;20,92
20211204;0,07;19,78
20211205;0,02;20,06
20211206;0,06;20,74
20211207;0,01;20,28
20211208;0;20,56
20211209;0,13;19,39
20211210;1,41;18,84
20211211;1,53;19,78
20211212;0,29;19,65
20211213;0,12;21,37
20211214;1,92;14,85
20211215;0,36;19,18
20211216;0,13;15,28
20211217;0,16;18,92
20211218;0,37;18,87
20211219;0,01;15,37
20211220;0,01;19,32
20211221;0;19,18
20211222;0,03;19,02
20211223;0,08;18,64
20211224;0,07;17,75
20211225;0,19;20,58
20211226;0,06;17,21
20211227;0,02;20,48
20211228;0,04;21,35
20211229;0,24;20,38
20211230;0,07;20,99
20211231;0,05;20,87
20220101;0,08;20,16
20220102;0,33;21,87
20220103;0;21,75
20220104;0;21,14
20220105;0;22,06
20220106;0;21,53
20220107;0;20,62
20220108;0,24;20,46
20220109;0,94;21,99
20220110;0,15;19,36
20220111;0,04;19,22
20220112;0,02;21,86
20220113;0,07;21,11
20220114;0,47;19,6
20220115;0;21,52
20220116;0;19,74
20220117;0;17,9
20220118;0,04;21,41
20220119;0,2;19,99
20220120;0,02;21,16
20220121;0,02;21,41
20220122;0;21,22
20220123;0;20,59
20220124;0;20,82
20220125;0;20,35
20220126;0;20,74
20220127;0,02;22,97
20220128;0;21,07
20220129;0;22,2
20220130;0;22,95
20220131;0;22,72
20220201;0;19,4
20220202;0;20,96
20220203;0;20,74
20220204;0;23,37
20220205;0,05;23,44
20220206;0,51;22,2
20220207;0,58;17,15
20220208;1,34;18,67
20220209;0,91;17,61
20220210;0,01;21,72
20220211;0,18;23,95
20220212;0,59;20,38
20220213;0,01;22,24
20220214;0,17;21,67
20220215;0,18;22,87
20220216;0;20,9
20220217;0;22,3
20220218;0;22,29
20220219;0;24,55
20220220;0,01;25,62
20220221;0,42;22,55
20220222;0,08;21,86
20220223;0;17,98
20220224;0;21,71
20220225;0;21,64
20220226;0,05;21,52
20220227;0,61;17,79
20220228;0,11;14,54
20220301;1,12;18,2
20220302;0,91;16,5
20220303;0,02;21,94
20220304;0;20,24
20220305;0;20,02
20220306;0,01;23,42
20220307;0,1;23,88
20220308;0,06;25,51
20220309;0,09;24
20220310;0,65;19,15
20220311;0,21;11,61
20220312;4,71;19,19
20220313;9,53;19,42
20220314;0,37;24,92
20220315;1,29;22,91
20220316;0,07;22,66
20220317;0;21,28
20220318;0,01;21,76
20220319;0,05;23,8
20220320;1,84;20,76
20220321;2,23;22,09
20220322;0,01;23,52
20220323;0;26,11
20220324;0;26,12
20220325;0;24,94
20220326;0;22,85
20220327;0;16,99
20220328;0;18,06
20220329;0,08;15,62
20220330;0,01;18,02
20220331;0;22,6
20220401;0,02;17,87
20220402;0,12;19,62
20220403;0;21,73
20220404;4,83;19,78
20220405;0,27;13,77
20220406;0,02;16,69
20220407;6,33;18,77
20220408;2,5;21,02
20220409;0,05;22,51
20220410;0;20,51
20220411;0,1;20,59
20220412;0,01;23,01
20220413;0,21;24,92
20220414;0,54;23,39
20220415;6,16;18,95
20220416;0,67;21,14
20220417;5,9;17,88
20220418;0;20,96
20220419;2,62;16,17
20220420;11,05;16,39
20220421;10,12;17,02
20220422;6,81;14,75
20220423;3,2;19,39
20220424;0;24,02
20220425;0,38;12,99
20220426;0,53;13,35
20220427;0,19;16,04
20220428;2,88;14,29
20220429;0,29;15,28
20220430;0,62;19,82
20220501;6,13;18,97
20220502;2,2;21,49
20220503;0,05;25,15
20220504;0,03;21,4
20220505;4,2;19,24
20220506;2,22;7,09
20220507;0,56;16,02
20220508;0,09;22
20220509;0,02;18,81
20220510;0,2;8,69
20220511;5,06;12,9
20220512;0,51;12,35
20220513;1,77;19,02
20220514;1,87;20,58
20220515;0;20,11
20220516;0;20,18
20220517;0,02;17,33
20220518;0,01;17,46
20220519;0;16,99
20220520;0;24,31
20220521;0;25,03
20220522;0;24,35
20220523;5,91;22,87
20220524;3,14;19,17
20220525;0,08;13,69
20220526;2,9;15,57
20220527;2,08;12,97
20220528;0,16;24,93
20220529;0,01;25,83
20220530;0,05;22,92
20220531;0,02;24,58
20220601;0;24,97
20220602;0,74;23,87
20220603;6,1;15,46
20220604;3,99;19,17
20220605;1,1;17,32
20220606;0;23,17
20220607;2,67;21,07
20220608;1,88;20,9
20220609;0,12;19,24
20220610;0,02;21,54
20220611;1,57;15,53
20220612;2,56;14,59
20220613;0,39;22,84
20220614;0,2;19,01
20220615;2,96;15,06
20220616;0,95;21,54
20220617;1,39;19,53
20220618;3,33;19,98
20220619;4,3;15,55
20220620;0,04;19,14
20220621;0;23,3
20220622;0;18,17
20220623;0,68;21,99
20220624;0,59;12,38
20220625;0,6;19,46
20220626;1,36;13,36
20220627;0,57;19,61
20220628;6;18,21
20220629;11,13;15,5
20220630;3,59;19,1
20220701;1,99;20,7
20220702;0,2;23,5
20220703;8,27;24,55
20220704;5,08;15,85
20220705;0;21,65
20220706;0;21,17
20220707;0;22,48
20220708;0,52;20,43
20220709;0,9;21,37
20220710;0,45;23,23
20220711;0,1;20,88
20220712;0;22,14
20220713;0;22,15
20220714;0;25,41
20220715;0,05;25,85
20220716;0,08;22,39
20220717;0,61;21,05
20220718;0,13;17,8
20220719;0;20,89
20220720;0;23,2
20220721;1,13;18,66
20220722;0,31;21,78
20220723;0;24,95
20220724;0;20,37
20220725;0,76;21,33
20220726;2,1;14,99
20220727;0,13;22,56
20220728;5,81;13,48
20220729;3;22,6
20220730;0,01;25,59
20220731;0,75;21,54
20220801;0,14;17,25
20220802;0,03;20,79
20220803;0;18,22
20220804;0,08;18,29
20220805;0,62;20,17
20220806;0,58;17,78
20220807;0,08;23,49
20220808;0;24,63
20220809;0,01;22,14
20220810;1,96;14,09
20220811;0,19;24,11
20220812;3,09;20,83
20220813;1,99;19,17
20220814;0,71;17,81
20220815;0,32;25,06
20220816;0,41;16,04
20220817;0,1;24,74
20220818;0;25,93
20220819;0;24,59
20220820;0,3;16,12
20220821;0,34;22,54
20220822;6,89;15,5
20220823;4,02;17,01
20220824;0,41;24,29
20220825;3,14;21,3
20220826;4,5;7,96
20220827;0,73;23,61
20220828;5,02;16,81
20220829;2,7;16,44
20220830;0,06;22,43
20220831;0;23,31
20220901;7,14;22,05
20220902;1,95;22,31
20220903;1,94;21,74
20220904;3,37;20,8
20220905;1,16;16,8
20220906;2,79;20,66
20220907;3,85;17,16
20220908;2,14;22,82
20220909;3,19;23,26
20220910;0,37;22,66
20220911;0,22;22,75
20220912;7,31;21,33
20220913;2,58;23,38
20220914;1,58;21,21
20220915;0,62;20,6
20220916;0,32;20,63
20220917;0;20,22
20220918;5,63;18
20220919;6,31;18,06
20220920;3,92;21,01
20220921;8,87;20,43
20220922;11,65;15,75
20220923;7,19;18,35
20220924;4,61;23,32
20220925;1,62;18,5
20220926;0,06;22,71
20220927;7,6;14,73
20220928;3,49;21,17
20220929;4,39;21,33
20220930;10,94;20,7
20221001;1,16;18,28
20221002;0,28;17,77
20221003;1,2;23,05
20221004;1,14;22,55
20221005;4,75;17,5
20221006;19,06;12,16
20221007;4,19;16,72
20221008;1,19;17,94
20221009;0,12;9,67
20221010;0,05;18,82
20221011;0,19;18,75
20221012;0,22;18,82
20221013;3,42;15,87
20221014;10,04;16,66
20221015;0,09;21,58
20221016;0,92;20,57
20221017;10,53;16,38
20221018;3,63;18,31
20221019;0,98;19,41
20221020;5,56;20,09
20221021;5,17;20,43
20221022;0,81;21,03
20221023;1,84;14,1
20221024;4,16;15,77
20221025;11,51;19,23
20221026;10,02;16,93
20221027;2,92;20,14
20221028;2,01;20,17
20221029;0,12;18,49
20221030;0,86;14,85
20221031;0,62;18,95
20221101;0,84;18,97
20221102;0,19;16,32
20221103;9,78;18,82
20221104;4,88;13,68
20221105;10,08;8,25
20221106;0,91;11,43
20221107;4,47;15,9
20221108;15,36;14,15
20221109;5,96;9,22
20221110;5,5;13,71
20221111;3,12;16,11
20221112;2,14;15,84
20221113;4,61;12,28
20221114;5,72;13,68
20221115;1,68;17,58
20221116;0,36;15,79
20221117;0,27;14,19
20221118;0,19;13,63
20221119;0,44;18,65
20221120;0,01;19,13
20221121;0,1;21,7
20221122;0,17;21,04
20221123;0,29;18,79
20221124;0,1;19,93
20221125;0,08;19,24
20221126;0,03;16,73
20221127;0,22;18,63
20221128;0,04;17,52
20221129;0,11;12,9
20221130;0,15;19,41
20221201;0,04;21,03
20221202;0,05;19,64
20221203;0,04;18,19
20221204;0,01;19,7
20221205;0;21,81
20221206;0,01;21,78
20221207;0,01;21,88
20221208;0;19,78
20221209;0,06;14,02
20221210;0,02;15,21
20221211;0;16,86
20221212;0;15,03
20221213;0,01;18,36
20221214;0,37;15,05
20221215;0,08;18,64
20221216;0;20,7
20221217;0;20,39
20221218;0;19,01
20221219;0,03;18,69
20221220;0,02;20,87
20221221;0,02;20,03
20221222;0,01;20,59
20221223;0;20,49
20221224;0,01;21,89
20221225;0,04;20,95
20221226;0,04;20,9
20221227;0,09;20,46
20221228;0,03;19,56
20221229;0,02;21,36
20221230;0,09;21,3
20221231;0,08;19,76
20230101;0,01;19,56
20230102;0,01;21,66
20230103;1,14;19,46
20230104;0,12;20,56
20230105;0,02;18,46
20230106;0,05;18,8
20230107;0,02;19,21
20230108;0,01;16,45
20230109;0,12;15,75
20230110;0,03;16,69
20230111;0;17,2
20230112;0;17,58
20230113;0;18,26
20230114;0;20,38
20230115;0;21,26
20230116;0;20,81
20230117;0;20,87
20230118;0,03;21,24
20230119;0,05;21,24
20230120;0,11;21,85
20230121;0,07;20,76
20230122;0,27;20,67
20230123;0,03;20,53
20230124;0,45;16,51
20230125;0,54;21,76
20230126;1;22,55
20230127;0,66;22,38
20230128;0,67;24,19
20230129;0,59;23,21
20230130;0,2;22,18
20230131;0,27;23,75
20230201;2,74;23,72
20230202;0,96;24,12
20230203;0,01;22,97
20230204;0,15;21,54
20230205;0,02;18,5
20230206;0;21,61
20230207;0;18,8
20230208;0;21,55
20230209;0,03;20,52
20230210;0,07;21,89
20230211;0,07;20,21
20230212;0,41;20,82
20230213;0,07;18,01
20230214;0,25;18,67
20230215;0,18;18,88
20230216;0,04;22,26
20230217;0,01;25,72
20230218;0,09;24,54
20230219;0,07;26
20230220;0,19;24,02
20230221;0;24,81
20230222;0;25,19
20230223;0,01;24,72
20230224;0,07;24,77
20230225;0,02;22,96
20230226;0,01;23,31
20230227;0;22,27
20230228;0;23,59
20230301;0;23,12
20230302;0;23,11
20230303;0;22,08
20230304;0;22,86
20230305;0;21,51
20230306;0;17,94
20230307;0;22,05
20230308;0,25;19,32
20230309;1,03;16,18
20230310;0,02;11,86
20230311;0,26;15,77
20230312;0,11;13,61
20230313;0;17,39
20230314;0,2;21,13
20230315;0;24,26
20230316;0;24,75
20230317;0;24,42
20230318;0;23,57
20230319;0;26,48
20230320;0;25,69
20230321;0;25,88
20230322;0;25,68
20230323;0;22,46
20230324;0,01;26,45
20230325;0,07;25,67
20230326;0;24,88
20230327;0;21,91
20230328;0,04;20,54
20230329;0,02;25,38
20230330;0;23,85
20230331;0,01;20,19
20230401;0;20,22
20230402;0;21,69
20230403;0;22,28
20230404;0;23,04
20230405;0;21,12
20230406;0,05;21,21
20230407;0,05;20,02
20230408;0,21;16,43
20230409;0;23,32
20230410;0;23,4
20230411;0,65;19,4
20230412;0,42;19,52
20230413;0;23,7
20230414;0;25,98
20230415;0;25,49
20230416;0;18,13
20230417;0,27;13,53
20230418;0,01;17,76
20230419;0;23,35
20230420;0;21,58
20230421;0,14;18,59
20230422;0,42;9,86
20230423;0,41;21,41
20230424;0;20,28
20230425;0;24,23
20230426;0,01;25
20230427;0,03;20,59
20230428;0;14,36
20230429;0;18,52
20230430;0,01;21,77
20230501;0;23,78
20230502;0;26,75
